team,offense,defense,tempo,luck,margin,schedule_margin,opponent_offense,opponent_defense,non_conference,conf,year
UMBC,91.4,114.8,67.9,-.029,-23.39,-6.12,99.4,105.5,-2.37,AE,2012
S Carolina St,92.4,116.9,68.5,-.029,-24.49,-6.20,99.7,105.9,0.30,MEAC,2012
Binghamton,86.5,112.5,64.6,-.021,-25.99,-7.02,98.8,105.8,-5.28,AE,2012
Grambling,85.3,115.5,64.3,.024,-30.22,-9.08,96.0,105.1,5.28,SWAC,2012
Louisville,117.7,84.8,65.8,-.016,32.92,10.23,107.4,97.2,2.15,BE,2013
Florida,117.2,86.0,61.9,-.089,31.18,7.00,105.6,98.6,4.09,SEC,2013
Indiana,120.8,91.5,66.0,-.021,29.31,8.86,106.7,97.8,-5.16,B10,2013
Michigan,121.9,94.0,64.0,-.007,27.86,11.13,108.2,97.0,-3.09,B10,2013
Gonzaga,120.5,92.7,63.3,.026,27.81,4.37,105.4,101.0,5.03,WCC,2013
Duke,119.1,92.1,66.7,.033,26.98,9.95,108.4,98.5,6.85,ACC,2013
Ohio St,115.1,89.7,63.6,.020,25.42,10.18,107.3,97.1,-5.53,B10,2013
Kansas,112.7,87.5,66.4,.010,25.23,7.05,106.8,99.8,2.64,B12,2013
Syracuse,113.1,88.3,63.1,-.004,24.83,9.46,106.8,97.4,-4.44,BE,2013
Michigan St,112.6,88.5,63.1,.001,24.17,11.91,108.8,96.9,-0.75,B10,2013
Pittsburgh,115.6,91.5,59.3,-.058,24.08,4.52,104.9,100.4,-9.69,BE,2013
Wisconsin,108.3,85.7,60.4,-.033,22.57,11.08,108.8,97.7,-3.20,B10,2013
Miami FL,113.6,91.3,61.9,.028,22.37,8.41,107.7,99.3,4.96,ACC,2013
Arizona,115.4,93.5,65.5,-.012,21.88,7.99,106.4,98.5,1.45,P12,2013
Creighton,118.3,96.5,63.8,-.009,21.75,5.73,105.5,99.7,1.63,MVC,2013
Georgetown,107.6,86.4,61.2,.038,21.24,7.42,106.3,98.9,-6.15,BE,2013
Wichita St,111.8,91.5,63.8,-.002,20.31,6.71,106.9,100.2,0.17,MVC,2013
VA Commonwealth,114.0,93.7,66.4,.002,20.28,5.09,105.8,100.7,-0.22,A10,2013
St Louis,108.6,88.6,63.8,.000,20.01,3.91,104.5,100.6,-3.98,A10,2013
Minnesota,114.8,95.0,62.3,-.036,19.85,11.22,108.5,97.3,2.07,B10,2013
St Mary's CA,116.1,96.8,62.9,.023,19.33,3.18,104.9,101.7,-0.49,WCC,2013
Colorado St,117.9,98.8,63.8,.020,19.12,7.17,105.8,98.6,-0.49,MWC,2013
New Mexico,109.9,90.9,63.7,.073,19.02,7.98,106.4,98.4,4.42,MWC,2013
Oklahoma St,109.0,90.3,66.1,-.016,18.69,6.38,106.8,100.4,-2.26,B12,2013
Missouri,114.9,96.4,66.3,-.032,18.53,5.62,105.1,99.5,-2.02,SEC,2013
Marquette,113.2,94.9,63.3,.090,18.32,9.28,105.9,96.6,-1.14,BE,2013
Kansas St,113.5,95.3,61.4,.051,18.16,6.82,106.1,99.3,-3.29,B12,2013
Baylor,114.3,96.4,66.4,-.090,17.89,6.92,106.0,99.1,1.45,B12,2013
Iowa,109.8,91.9,66.3,-.029,17.83,7.00,106.0,99.0,-9.03,B10,2013
Iowa St,117.5,99.8,68.3,-.046,17.63,6.74,105.5,98.7,-3.12,B12,2013
San Diego St,107.7,90.3,65.5,-.049,17.43,7.65,106.6,98.9,1.92,MWC,2013
North Carolina,112.2,95.1,69.6,.038,17.14,8.57,106.6,98.0,-0.95,ACC,2013
NC State,116.8,99.8,66.8,-.032,16.99,6.54,106.1,99.5,-0.36,ACC,2013
Mississippi,112.3,95.3,69.2,-.011,16.95,3.19,103.4,100.2,-7.55,SEC,2013
Oregon,106.6,89.8,67.9,.052,16.78,5.92,105.1,99.2,-8.08,P12,2013
Notre Dame,114.6,97.9,60.3,.046,16.65,6.53,105.1,98.6,-6.61,BE,2013
Memphis,107.3,91.0,68.3,.056,16.33,1.90,104.8,102.9,0.43,CUSA,2013
UNLV,106.0,90.0,67.9,-.015,16.07,6.23,106.1,99.9,-0.28,MWC,2013
Illinois,110.6,94.8,64.6,.042,15.82,10.84,108.1,97.3,-0.80,B10,2013
Cincinnati,105.9,90.4,63.0,-.012,15.57,7.31,105.6,98.3,-5.68,BE,2013
Virginia,107.5,92.0,59.3,-.067,15.51,2.47,103.0,100.6,-8.69,ACC,2013
Butler,110.5,95.1,63.6,.087,15.41,7.53,106.8,99.3,4.18,A10,2013
Belmont,111.6,96.6,65.9,.013,14.92,-0.74,103.8,104.6,5.39,OVC,2013
MTSU,107.3,92.5,63.4,.052,14.77,-2.30,100.7,103.0,4.87,SB,2013
Colorado,106.5,91.9,63.7,.029,14.62,9.15,107.3,98.1,3.80,P12,2013
UCLA,111.1,96.6,68.1,.068,14.53,8.06,105.9,97.9,0.43,P12,2013
Denver,110.0,95.7,57.5,-.044,14.30,-0.09,102.8,102.9,3.70,WAC,2013
Stanford,109.9,95.7,66.7,-.075,14.18,7.88,106.3,98.5,2.77,P12,2013
Connecticut,109.9,95.9,63.8,.011,14.05,7.49,105.6,98.1,0.29,BE,2013
La Salle,111.8,98.0,64.6,.051,13.89,5.67,105.8,100.1,-0.50,A10,2013
Oklahoma,111.1,97.3,65.2,.004,13.80,7.80,106.4,98.6,2.47,B12,2013
Maryland,107.1,93.4,66.2,-.032,13.62,4.07,105.3,101.2,-11.03,ACC,2013
Villanova,106.3,92.7,66.4,.011,13.57,9.41,106.5,97.1,0.30,BE,2013
Boise St,113.2,99.7,64.8,.004,13.54,6.74,105.9,99.2,-1.38,MWC,2013
Kentucky,111.4,98.1,65.4,-.006,13.25,4.90,104.8,99.9,-1.44,SEC,2013
California,107.3,94.2,64.9,.041,13.11,8.35,106.0,97.6,2.12,P12,2013
BYU,110.2,97.2,69.9,-.016,13.04,3.15,105.9,102.8,0.57,WCC,2013
Bucknell,107.3,94.6,61.9,-.014,12.72,-1.72,102.4,104.1,2.78,Pat,2013
Temple,111.3,98.6,65.6,.038,12.67,5.48,105.7,100.2,0.82,A10,2013
Stony Brook,106.7,94.4,62.9,-.034,12.25,-2.71,100.3,103.0,1.32,AE,2013
Southern Miss,110.4,98.2,63.3,.026,12.19,2.53,103.6,101.1,4.54,CUSA,2013
Akron,106.8,95.2,65.2,.085,11.52,-0.35,102.4,102.7,0.28,MAC,2013
Illinois St,109.7,98.2,68.8,-.094,11.49,4.14,105.0,100.8,-2.40,MVC,2013
Alabama,103.6,92.2,60.5,.001,11.47,4.52,104.8,100.3,1.07,SEC,2013
Valparaiso,110.7,99.3,64.3,.021,11.42,-1.50,101.5,103.0,-3.18,Horz,2013
Davidson,112.1,100.7,63.9,-.002,11.36,-5.09,100.3,105.4,6.42,SC,2013
Dayton,112.7,101.4,64.7,-.100,11.31,3.66,103.7,100.1,-1.09,A10,2013
Northern Iowa,106.8,96.0,61.8,-.034,10.84,5.34,105.6,100.2,6.52,MVC,2013
Providence,107.9,97.2,64.9,-.027,10.75,5.77,104.7,98.9,-5.77,BE,2013
SF Austin,100.4,89.7,59.5,-.021,10.68,-6.39,99.3,105.7,2.29,Slnd,2013
Weber St,109.1,98.4,64.1,-.016,10.65,-6.80,100.5,107.3,1.69,BSky,2013
Arizona St,108.3,97.8,64.8,-.014,10.50,3.91,104.8,100.9,-11.29,P12,2013
Tennessee,109.1,98.6,62.4,.006,10.47,5.64,104.3,98.7,2.03,SEC,2013
Purdue,107.0,96.6,65.6,-.060,10.33,8.01,106.3,98.3,-2.89,B10,2013
N Dakota St,105.5,95.4,59.6,-.015,10.03,-3.66,102.4,106.1,2.45,Sum,2013
Santa Clara,110.9,101.2,67.5,.046,9.72,1.07,102.9,101.8,-6.01,WCC,2013
Detroit,113.7,104.1,69.0,-.044,9.65,2.65,103.2,100.5,7.63,Horz,2013
Xavier,106.0,96.4,61.8,-.055,9.55,5.45,105.5,100.1,2.84,A10,2013
St Joseph's PA,109.0,99.6,61.6,-.026,9.35,4.29,105.2,100.9,1.35,A10,2013
Arkansas,106.7,97.4,69.6,.004,9.29,4.24,103.7,99.5,-4.85,SEC,2013
Washington,107.7,98.5,64.3,-.000,9.16,7.66,106.3,98.6,-0.37,P12,2013
Ohio,106.6,97.5,66.5,.020,9.06,-1.81,101.2,103.0,-3.94,MAC,2013
Richmond,110.0,102.0,62.4,-.017,8.08,3.45,104.5,101.1,-2.48,A10,2013
Evansville,106.4,98.3,64.6,-.011,8.08,3.86,105.3,101.4,-2.62,MVC,2013
Louisiana Tech,101.8,93.7,68.7,.082,8.05,-2.40,101.9,104.3,-4.77,WAC,2013
Massachusetts,107.4,99.5,69.8,.080,7.91,4.89,105.2,100.3,1.28,A10,2013
Princeton,108.8,100.9,59.4,-.071,7.88,-1.29,101.7,103.0,3.16,Ivy,2013
New Mexico St,104.7,97.1,63.8,.039,7.68,0.36,102.7,102.3,3.94,WAC,2013
Iona,114.4,106.9,69.7,-.070,7.45,0.94,102.4,101.4,4.09,MAAC,2013
Washington St,107.6,100.2,60.7,-.135,7.45,4.91,104.9,100.0,-7.39,P12,2013
Lehigh,108.9,101.6,65.8,-.003,7.32,-3.16,101.5,104.6,-1.85,Pat,2013
Indiana St,103.0,95.7,64.0,.041,7.31,7.31,107.2,99.9,4.10,MVC,2013
Harvard,108.1,101.1,63.3,.037,7.07,0.60,102.8,102.2,5.07,Ivy,2013
Texas,102.5,95.5,64.7,-.023,7.02,6.19,105.3,99.1,-1.35,B12,2013
Texas A&M,105.2,98.4,59.8,-.013,6.83,3.92,103.8,99.8,-4.04,SEC,2013
S Dakota St,112.0,105.2,62.6,.030,6.79,-3.31,102.0,105.3,4.11,Sum,2013
Oregon St,109.4,102.7,67.1,-.120,6.77,5.16,104.3,99.1,-7.59,P12,2013
Vanderbilt,102.6,95.8,59.7,-.026,6.77,4.98,104.9,99.9,0.50,SEC,2013
Air Force,111.7,104.9,63.2,.034,6.74,7.17,105.7,98.5,-4.78,MWC,2013
Wyoming,103.0,96.5,60.0,.045,6.53,5.49,105.5,100.0,-1.81,MWC,2013
USC,103.4,97.0,65.8,-.014,6.39,9.18,106.9,97.7,5.31,P12,2013
LSU,105.6,99.3,67.7,.060,6.38,3.14,103.3,100.2,-8.05,SEC,2013
St John's,100.4,94.0,66.3,.058,6.38,7.33,106.5,99.2,-2.63,BE,2013
Georgia Tech,99.9,93.5,65.2,-.038,6.37,3.90,105.7,101.8,-10.65,ACC,2013
FL Gulf Coast,104.9,98.6,67.9,.039,6.27,-2.79,101.3,104.1,4.57,ASun,2013
Rutgers,107.5,101.4,63.1,.015,6.07,6.99,105.2,98.2,-4.13,BE,2013
Boston College,109.9,103.9,62.6,.026,6.04,6.46,105.8,99.4,-3.14,ACC,2013
Utah St,109.7,104.2,60.6,.024,5.53,-2.10,101.5,103.6,-3.04,WAC,2013
Fresno St,100.0,94.5,60.5,-.062,5.46,9.10,107.7,98.6,4.39,MWC,2013
E Kentucky,110.7,105.3,63.9,.028,5.39,-3.72,101.1,104.8,-4.37,OVC,2013
G Washington,100.4,95.1,66.5,-.085,5.34,4.39,105.6,101.2,-0.62,A10,2013
Clemson,101.2,95.8,61.0,-.111,5.33,4.29,105.7,101.4,-7.53,ACC,2013
Georgia,101.9,96.7,60.9,-.002,5.27,4.82,104.5,99.7,-0.89,SEC,2013
UTEP,103.7,98.5,59.9,.000,5.25,1.39,103.9,102.5,3.68,CUSA,2013
Utah,104.7,99.5,60.9,-.027,5.13,7.13,105.9,98.8,-5.28,P12,2013
Canisius,111.2,106.2,65.1,-.015,5.06,-0.12,102.2,102.3,3.47,MAAC,2013
Seton Hall,104.3,99.4,63.5,-.026,4.94,6.27,105.0,98.7,-6.82,BE,2013
Drake,107.2,102.6,67.4,.002,4.55,5.89,106.5,100.6,1.78,MVC,2013
St Bonaventure,109.7,105.2,65.1,-.040,4.53,3.71,105.9,102.2,-0.59,A10,2013
Florida St,107.1,102.7,64.2,.085,4.45,6.95,105.6,98.7,-1.09,ACC,2013
Kent,107.8,103.4,65.6,-.019,4.43,-0.86,101.4,102.3,-0.68,MAC,2013
Wright St,98.0,93.7,61.8,.008,4.33,-1.44,102.7,104.2,-4.86,Horz,2013
West Virginia,105.0,100.8,63.0,-.042,4.22,6.78,107.2,100.4,1.18,B12,2013
Loyola MD,104.6,100.4,62.7,.047,4.13,-1.48,101.3,102.8,-1.26,MAAC,2013
East Carolina,108.9,104.9,67.5,.045,4.02,0.12,102.3,102.2,-3.26,CUSA,2013
WI Green Bay,104.5,100.5,62.5,-.050,3.99,0.01,103.0,103.0,0.61,Horz,2013
Mercer,104.0,100.1,61.3,.027,3.96,-4.51,100.4,104.9,2.75,ASun,2013
Pacific,106.1,102.2,62.2,.074,3.96,0.86,104.2,103.3,9.06,BW,2013
Charlotte,101.4,97.5,66.4,.133,3.90,2.81,105.0,102.2,-6.57,A10,2013
UCF,106.8,103.5,64.5,.050,3.39,-0.56,101.8,102.4,-5.00,CUSA,2013
Murray St,105.6,102.3,64.9,-.012,3.37,-3.07,102.2,105.3,2.40,OVC,2013
Northwestern,104.5,101.2,60.0,-.022,3.27,8.62,106.9,98.2,-5.60,B10,2013
George Mason,103.5,100.3,65.6,-.007,3.21,-0.41,103.2,103.6,5.15,CAA,2013
San Francisco,107.1,104.0,65.5,-.041,3.13,2.95,104.3,101.4,0.03,WCC,2013
Vermont,103.0,99.9,60.9,-.006,3.12,-4.47,99.9,104.3,-1.87,AE,2013
Nebraska,102.1,99.1,60.5,.104,3.03,10.22,108.0,97.8,-1.29,B10,2013
Wake Forest,101.6,98.7,67.8,-.006,2.88,5.82,106.4,100.5,-3.18,ACC,2013
Northwestern LA,106.6,103.8,71.9,.075,2.82,-3.56,99.6,103.2,8.11,Slnd,2013
Niagara,107.0,104.2,67.7,.012,2.81,-0.54,102.3,102.8,0.28,MAAC,2013
W Michigan,102.6,100.0,65.0,.062,2.63,-1.42,101.8,103.2,0.34,MAC,2013
South Florida,102.4,99.7,58.7,-.007,2.63,7.52,105.8,98.3,-3.98,BE,2013
Robert Morris,105.1,102.9,63.3,.038,2.28,-5.77,100.4,106.2,-1.83,NEC,2013
Boston Univ,105.3,103.0,64.4,-.036,2.23,-3.12,99.6,102.8,-0.08,AE,2013
Oral Roberts,106.6,104.4,64.9,-.028,2.23,-2.51,100.3,102.9,6.69,Slnd,2013
Montana,104.9,102.8,62.7,.175,2.14,-5.21,101.8,107.0,8.71,BSky,2013
Tulane,107.2,105.3,64.3,-.052,1.88,-3.85,100.0,103.8,-9.66,CUSA,2013
UC Irvine,101.1,99.2,65.2,.018,1.86,-0.05,103.4,103.5,6.77,BW,2013
Arkansas St,98.8,97.1,64.2,-.033,1.74,-5.65,99.9,105.6,-7.01,SB,2013
UT Arlington,98.8,97.5,65.6,.043,1.37,-1.35,101.9,103.2,-1.84,WAC,2013
Albany NY,102.6,101.3,61.7,.082,1.36,-5.19,98.6,103.8,-6.61,AE,2013
Fairfield,98.0,96.8,60.5,-.002,1.20,-1.18,101.9,103.1,-0.84,MAAC,2013
Cal Poly SLO,106.4,105.3,58.3,.031,1.16,-0.38,103.5,103.9,5.90,BW,2013
Col Charleston,102.7,101.6,62.9,.091,1.10,-6.36,99.7,106.0,-0.38,SC,2013
Manhattan,95.3,94.4,60.7,-.021,0.90,1.19,103.6,102.4,5.32,MAAC,2013
TX Southern,105.7,105.0,62.4,-.061,0.68,-8.10,97.0,105.1,9.89,SWAC,2013
W Illinois,97.3,96.6,56.7,.047,0.66,-5.83,100.8,106.6,-5.93,Sum,2013
Long Beach St,105.7,105.1,65.7,.107,0.62,2.45,104.1,101.7,14.35,BW,2013
Army,105.3,104.7,66.7,-.084,0.60,-4.23,100.6,104.9,-5.00,Pat,2013
Bradley,104.4,103.8,65.6,.043,0.59,1.92,104.2,102.3,-8.66,MVC,2013
Rider,98.8,98.2,64.6,.048,0.59,-0.63,102.1,102.7,-0.33,MAAC,2013
Penn St,102.1,101.5,64.0,.020,0.57,10.35,108.1,97.8,-2.87,B10,2013
Southern Univ,99.3,98.8,63.4,-.031,0.50,-11.47,95.2,106.7,4.12,SWAC,2013
UAB,100.9,100.6,69.3,.003,0.35,1.54,104.0,102.4,-1.05,CUSA,2013
NC Central,99.3,99.0,62.8,.026,0.32,-7.69,96.3,104.0,1.39,MEAC,2013
Tennessee St,104.9,104.7,66.7,.038,0.18,-0.17,103.6,103.8,3.92,OVC,2013
Loyola-Chicago,103.2,103.1,61.8,-.083,0.12,-2.56,100.6,103.2,-6.53,Horz,2013
Delaware,104.4,104.3,65.9,.079,0.11,-1.23,101.7,102.9,7.41,CAA,2013
Drexel,102.1,102.0,60.5,-.089,0.08,-0.75,102.9,103.6,4.20,CAA,2013
Virginia Tech,107.2,107.3,65.9,.032,-0.10,6.45,105.8,99.4,-3.98,ACC,2013
San Diego,102.8,103.0,62.5,.039,-0.14,2.94,104.4,101.4,-2.41,WCC,2013
Lafayette,106.0,106.2,64.5,.048,-0.25,-2.64,101.9,104.6,-2.43,Pat,2013
Nevada,105.1,105.4,65.5,.038,-0.28,6.56,106.1,99.5,-1.12,MWC,2013
WKU,101.8,102.2,64.6,.029,-0.41,-2.47,100.9,103.3,3.24,SB,2013
DePaul,105.5,105.9,70.7,-.049,-0.43,5.76,104.2,98.4,-8.18,BE,2013
Towson,103.1,103.6,64.7,.054,-0.45,-1.92,101.9,103.8,2.86,CAA,2013
Bryant,109.4,109.9,65.1,.043,-0.53,-5.98,100.5,106.5,-2.16,NEC,2013
S Illinois,102.7,103.4,61.6,.046,-0.73,3.67,104.6,100.9,-4.38,MVC,2013
Northeastern,106.4,107.2,62.7,.079,-0.76,-2.45,101.5,104.0,-0.63,CAA,2013
Charleston So,102.3,103.1,66.6,-.059,-0.78,-6.88,99.4,106.3,2.49,BSth,2013
Houston,108.0,108.8,69.0,-.007,-0.82,-5.79,98.9,104.7,-14.91,CUSA,2013
Tulsa,99.5,100.3,66.3,.052,-0.87,0.77,103.5,102.7,0.12,CUSA,2013
James Madison,100.2,101.1,62.9,.063,-0.92,-3.42,101.9,105.3,-4.50,CAA,2013
IL Chicago,98.8,99.9,63.0,.041,-1.11,-0.49,102.3,102.8,-0.22,Horz,2013
Wagner,97.2,98.4,65.9,.053,-1.17,-5.51,101.6,107.1,1.82,NEC,2013
SMU,100.8,102.1,62.4,-.070,-1.25,-2.37,100.9,103.3,-5.48,CUSA,2013
Toledo,104.2,105.5,66.1,.012,-1.31,-3.23,100.5,103.7,-1.55,MAC,2013
Georgia St,105.8,107.1,62.6,-.051,-1.33,-3.29,101.5,104.7,-0.15,CAA,2013
Florida Intl,101.6,102.9,67.8,.070,-1.39,-2.29,100.3,102.6,2.36,SB,2013
Buffalo,103.3,104.7,63.9,-.067,-1.40,0.28,102.9,102.6,3.30,MAC,2013
Gardner Webb,98.0,99.6,61.5,-.044,-1.63,-7.19,99.6,106.8,-1.03,BSth,2013
Youngstown St,102.9,104.8,66.9,.025,-1.91,-0.57,102.4,102.9,-0.59,Horz,2013
Long Island,110.5,112.6,67.3,.015,-2.13,-6.79,99.3,106.0,-5.01,NEC,2013
Rhode Island,100.5,102.8,61.6,-.042,-2.24,4.91,105.5,100.6,1.39,A10,2013
South Alabama,99.1,101.4,67.0,.043,-2.34,-3.52,100.3,103.9,-1.94,SB,2013
SC Upstate,103.0,105.3,64.9,-.076,-2.37,-4.87,100.5,105.4,2.46,ASun,2013
Columbia,101.1,103.5,60.3,-.121,-2.42,-3.25,101.0,104.2,-2.38,Ivy,2013
Auburn,98.8,101.6,65.6,-.117,-2.83,3.79,104.3,100.5,-5.98,SEC,2013
Yale,102.7,105.7,63.0,.032,-2.95,0.66,103.1,102.5,5.22,Ivy,2013
Idaho,109.9,112.8,62.0,-.000,-2.97,0.49,101.9,101.4,2.26,WAC,2013
Oakland,107.3,110.4,68.1,.041,-3.09,0.37,103.8,103.4,10.33,Sum,2013
CS Fullerton,107.2,110.3,68.4,-.097,-3.09,-2.88,101.8,104.7,-2.24,BW,2013
Morgan St,99.4,102.6,65.9,-.049,-3.19,-6.89,96.8,103.6,0.88,MEAC,2013
UNC Asheville,101.5,104.7,67.9,-.076,-3.25,-4.68,100.7,105.4,5.53,BSth,2013
Jacksonville St,102.6,106.0,60.9,.087,-3.43,-4.08,100.5,104.6,-4.06,OVC,2013
Loy Marymount,98.4,101.9,63.4,-.016,-3.44,3.33,105.6,102.3,-2.08,WCC,2013
Elon,99.0,102.5,64.8,.055,-3.51,-6.87,100.0,106.9,0.61,SC,2013
Quinnipiac,102.3,105.9,65.3,-.032,-3.54,-4.77,102.0,106.8,-1.50,NEC,2013
Savannah St,88.2,91.8,61.8,.044,-3.58,-5.04,98.1,103.1,6.35,MEAC,2013
South Carolina,101.7,105.3,65.2,.028,-3.58,-0.15,100.9,101.0,-10.35,SEC,2013
Hawaii,102.8,106.6,67.9,.010,-3.72,-4.44,100.7,105.1,-8.66,BW,2013
Mt St Mary's,102.5,106.3,66.0,.118,-3.78,-3.85,101.8,105.6,3.04,NEC,2013
Missouri St,101.0,104.8,59.6,.023,-3.82,6.00,105.5,99.5,0.98,MVC,2013
Bowling Green,96.9,100.8,62.8,-.091,-3.87,-2.20,101.6,103.8,-2.94,MAC,2013
William & Mary,106.6,110.6,62.2,-.064,-4.01,-3.60,100.2,103.8,-1.53,CAA,2013
UC Davis,104.6,108.6,66.1,-.008,-4.06,-3.18,102.3,105.5,-3.37,BW,2013
Norfolk St,96.4,100.6,67.1,.112,-4.26,-7.02,97.8,104.8,0.29,MEAC,2013
Marshall,102.3,106.6,66.4,-.009,-4.35,0.39,102.9,102.5,-3.81,CUSA,2013
High Point,100.2,104.5,64.5,-.061,-4.37,-8.39,99.3,107.7,-4.24,BSth,2013
CS Northridge,104.1,108.6,69.2,-.017,-4.56,-2.34,102.0,104.3,-0.55,BW,2013
Ark Little Rock,97.6,102.4,66.4,.060,-4.74,-3.90,99.5,103.4,-2.32,SB,2013
Pepperdine,98.9,103.6,62.2,.027,-4.77,1.39,104.3,102.9,-5.28,WCC,2013
St Francis NY,103.1,107.9,65.2,-.068,-4.79,-3.69,101.6,105.2,2.54,NEC,2013
Santa Barbara,98.5,103.3,62.5,-.040,-4.80,1.14,104.2,103.1,10.04,BW,2013
SE Missouri St,103.9,108.8,67.0,-.033,-4.87,-7.51,99.6,107.1,-7.71,OVC,2013
Morehead St,99.6,104.6,68.2,.033,-5.04,-0.87,103.7,104.5,4.03,OVC,2013
Hartford,94.0,99.2,62.5,.080,-5.24,-5.10,99.7,104.8,-3.66,AE,2013
NC A&T,93.2,98.5,65.5,.037,-5.30,-6.98,97.2,104.2,-1.55,MEAC,2013
Sam Houston St,94.0,99.5,61.3,-.019,-5.46,-5.68,100.0,105.6,-0.04,Slnd,2013
ULL,100.6,106.4,68.6,-.047,-5.73,-2.68,100.8,103.4,0.38,SB,2013
Seattle,94.0,99.7,68.2,-.173,-5.73,-2.53,101.6,104.1,-6.31,WAC,2013
Coastal Car,97.8,103.6,63.8,-.074,-5.83,-6.18,99.9,106.1,1.87,BSth,2013
Brown,95.8,101.7,63.3,.042,-5.94,-2.88,101.8,104.7,-2.26,Ivy,2013
E Michigan,93.0,99.0,58.9,.017,-5.94,-2.33,101.4,103.8,2.07,MAC,2013
Stetson,101.2,107.2,67.3,.016,-5.95,-5.29,100.2,105.5,1.28,ASun,2013
FL Atlantic,99.5,105.7,63.8,.012,-6.11,-3.61,99.9,103.6,-0.82,SB,2013
Holy Cross,99.0,105.5,61.5,.002,-6.48,-2.15,101.8,103.9,-2.17,Pat,2013
CS Bakersfield,98.3,104.8,64.5,.006,-6.52,-1.59,102.2,103.8,-1.59,ind,2013
Marist,98.8,105.4,66.8,-.052,-6.60,-0.76,101.6,102.3,0.19,MAAC,2013
Texas Tech,100.5,107.1,66.6,.024,-6.63,4.48,104.2,99.7,-15.12,B12,2013
Duquesne,100.7,107.5,67.9,.022,-6.75,4.27,104.9,100.7,-0.35,A10,2013
Miami OH,98.7,105.7,64.1,-.066,-7.03,1.44,102.7,101.3,4.96,MAC,2013
N Colorado,102.8,109.8,64.9,-.051,-7.09,-5.44,100.8,106.2,9.14,BSky,2013
IPFW,98.2,105.4,64.7,.021,-7.22,-5.56,101.2,106.8,-5.38,Sum,2013
N Kentucky,97.5,104.7,58.1,-.033,-7.26,-5.25,100.1,105.3,0.63,ASun,2013
W Carolina,101.6,109.0,65.0,-.031,-7.39,-5.69,100.2,105.9,3.91,SC,2013
Wofford,89.2,96.7,62.3,-.058,-7.42,-5.14,100.3,105.5,2.98,SC,2013
C Michigan,105.1,112.5,64.2,.000,-7.43,-1.06,100.9,102.0,1.69,MAC,2013
North Florida,101.0,108.5,64.8,-.010,-7.51,-2.60,101.0,103.6,7.27,ASun,2013
Penn,94.9,102.6,66.7,-.008,-7.74,-0.47,102.4,102.9,1.91,Ivy,2013
North Dakota,97.2,105.0,66.4,.038,-7.78,-5.78,100.8,106.6,3.01,BSky,2013
South Dakota,105.2,113.0,65.8,-.082,-7.79,-2.21,102.4,104.6,4.82,Sum,2013
Fordham,100.2,108.0,67.3,.027,-7.82,6.89,105.8,98.9,5.03,A10,2013
Ball St,99.5,107.3,64.9,.080,-7.84,-3.98,100.3,104.3,-5.27,MAC,2013
UT San Antonio,100.9,108.8,62.7,-.046,-7.85,-1.08,101.3,102.3,-2.88,WAC,2013
Texas St,101.1,109.1,70.5,.009,-8.00,-1.69,100.9,102.6,-5.70,WAC,2013
Mississippi St,91.8,99.9,66.8,-.010,-8.01,4.36,104.4,100.1,-6.01,SEC,2013
Central Conn,101.8,109.9,68.8,.056,-8.18,-4.31,100.7,105.0,0.28,NEC,2013
Portland,95.2,103.4,63.6,.036,-8.18,3.94,105.8,101.8,-0.01,WCC,2013
North Texas,97.2,105.5,65.3,-.023,-8.30,-4.16,99.6,103.8,-3.92,SB,2013
Cleveland St,99.6,108.0,63.6,.033,-8.42,1.71,103.7,102.0,2.53,Horz,2013
Cornell,99.9,108.6,66.1,.028,-8.68,-2.53,101.0,103.6,-2.00,Ivy,2013
Maine,97.3,106.1,67.8,.020,-8.80,-2.63,100.3,102.9,-0.80,AE,2013
NJIT,94.6,103.4,65.9,-.048,-8.82,-11.06,95.4,106.4,-7.89,GWC,2013
Appalachian St,99.4,108.3,66.5,.011,-8.90,-7.39,100.2,107.6,-3.85,SC,2013
TCU,93.4,102.7,59.5,.090,-9.36,3.49,104.2,100.7,-10.81,B12,2013
Liberty,101.3,110.6,64.4,-.034,-9.38,-6.47,99.4,105.8,-0.41,BSth,2013
New Hampshire,92.8,102.2,62.9,-.054,-9.41,-3.11,100.4,103.5,-1.24,AE,2013
Sacred Heart,101.5,111.1,66.9,.007,-9.66,-2.37,102.8,105.2,4.71,NEC,2013
Colgate,97.6,107.3,65.6,.002,-9.66,-1.65,101.7,103.3,-2.14,Pat,2013
Bethune-Cookman,98.0,107.8,65.1,-.029,-9.75,-6.38,97.6,104.0,1.56,MEAC,2013
Tennessee Tech,97.1,107.3,64.2,.038,-10.15,-2.85,102.0,104.8,-2.84,OVC,2013
E Illinois,100.0,110.2,58.6,-.033,-10.18,-5.49,99.6,105.1,-3.73,OVC,2013
Hampton,89.2,99.4,68.7,.031,-10.21,-9.11,95.9,105.0,-5.12,MEAC,2013
Troy,99.1,109.4,59.4,.005,-10.31,-5.37,98.9,104.3,-8.51,SB,2013
Dartmouth,96.4,106.7,63.1,-.008,-10.34,-2.60,101.5,104.1,-2.34,Ivy,2013
Old Dominion,98.6,109.1,65.3,-.112,-10.49,-2.79,102.2,105.0,-2.05,CAA,2013
American Univ,98.0,108.5,58.5,.004,-10.51,-2.05,101.2,103.3,-2.63,Pat,2013
